"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","±³ÅëÁ¤º¸","È¨ÆäÀÌÁö ¾ğ¾î","´ëÇ¥¸Ş´º"
"3440","zh-CN","á³?(Sodo)","https://chinese.visitseoul.net/restaurants/á³?Sodo/CNP003439?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP003439","07332 âÏ?÷å?ã¼çµÔôøİ?æ£ëø?Ô× 45-15","07332 âÏ?ã¼çµÔôøİ?æ£ëøÓŞÛ°ÖØ65Ê¶17 ","+82-2-783-3155","","11:30 ~ 22:30 (KST)","9?? ?Ë°ó×2?õóÏ¢  ","","ìíÜâÖù×â"
"2424","ja","ŞŞ×ìêÂ","https://japanese.visitseoul.net/restaurants/ŞŞ×ìêÂ/JPP002422?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP002422","135-270 «½«¦«ëã¼Ë°Ñõ?Ô³ÍÛÔ×411-5 ","06296 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«Ê«ó«Ö«¹«ó«Õ«¡«ó«í2712 (Ô³ÍÛÔ×)","+82-2-573-2202","","11:00-21:30 (KST)","ò¢ù»?3?àÊ¡¸«á«Ü«ó¡¹?4ÛãõóÏ¢","","«×«ë«³«® Ú«Üõª±«««ë«Ó «í?«¹"
"2661","zh-TW","ÏàÕÒØı?šñİÏÚ·Úù","https://tchinese.visitseoul.net/restaurants/ÏàÕÒØı?šñİÏÚ·Úù/TCP002659?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP002659","110-551 âÏì³ã¼ñ£ÖØÏ¡âıìÒ1Ô× 56-38","03109 âÏì³ã¼ñ£ÖØÏ¡ò¹ÜèÖØ12Ê¶6 ","+82-2-744-4701","","10:00 ~ 21:00 (KST)","6ûÜàÊóããáó×4ûÜõóÏ¢","",""
"11565","zh-TW","Liberte","https://tchinese.visitseoul.net/restaurants/A-cote-CT/TCP011555?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP011555","135-855 âÏì³ã¼Ë°ÑõÏ¡Ô³ÍÛÔ×422-6 ","06300 âÏì³ã¼Ë°ÑõÏ¡ÖåúÖÖØ26Ê¶55  ","+82-2-577-1044","","12:00~15:00, 18:00~22:00 KST","ò¢ôÑ3ûÜàÊØŞÜèó×4ûÜõóÏ¢ ","",""
"10827","zh-TW","Ø«øİÖÕí®ûÜõËÓŞøÖ (Mapo Jinjjawonjo Choedaepo)","https://tchinese.visitseoul.net/restaurants/Ø«øİÖÕí®ûÜõËÓŞøÖ-Mapo-Jinjjawonjo-Choedaepo1/TCP010823?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP010823","121-803 âÏì³÷åÜ¬ã¼Ø«øİÏ¡ÍîÓìÔ× 255-5","04213 âÏì³ã¼Ø«øİÏ¡Ø¿×êúÖÖØ1Ê¶3 ","+82-507-1333-9293","","11:00 ~ 23:00 (KST)","5ûÜàÊ ÍîÓì 5ûÜõóÏ¢  ","","¥á³ÛÉ"
"3248","zh-TW","Mico","https://tchinese.visitseoul.net/restaurants/Mico-TC/TCP003222?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003222","135-955 âÏì³ã¼Ë°ÑõÏ¡?ÓÁÔ×122-7 ","06012 âÏì³ã¼Ë°ÑõÏ¡Óöß£ÓŞÖØ85Ê¶14 ","+82-2-3446-1227","","11:30 ~ 14:00 / 18:00 ~18:00","ò¢ôÑ7ûÜàÊôèÓÁó×9ûÜõóÏ¢","",""
"1741","en","Slunch Factory","https://english.visitseoul.net/restaurants/Slunch-Factory/ENP001739?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP001739","121-829 336-18, Sangsu-dong, Mapo-gu, Seoul  ","04074 38, Wausan-ro 3-gil, Mapo-gu, Seoul  ","+82-2-6367-9870","https://www.instagram.com/slunch_factory/","Daily 11:00 - 23:00 (KST)","Subway Line 6, Sangsu Station, Exit 4    ","KOR",""
"1652","zh-CN","áæñÓ?(Songjukheon)","https://chinese.visitseoul.net/restaurants/áæñÓ?-Songjukheon-CN/CNP001629?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP001629","110-350 ¼­¿ï Á¾·Î±¸ ¿î´Ïµ¿ 37-1 ","03131 âÏ?ã¼?ÖØ?×ÊÍÛÖØ6Ê¶17 ","02-763-4234","","12:00~14:00/18:00~22:00","3?? äÌ?ó×4?õóÏ¢   ","",""
"5116","zh-TW","Gran Gusto","https://tchinese.visitseoul.net/restaurants/Gran-Gusto231/TCP005115?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP005115","135-280 âÏì³÷åÜ¬ã¼Ë°ÑõÏ¡ÓŞö¹Ô× 962-11","135-280 âÏì³ã¼Ë°ÑõÏ¡ß²à÷ÖØ340 ","+82-507-1322-3960","http://www.grangusto.net","øÁìí11:30~14:30¡¢17:30~21:30/ñÎØÇ12:00~15:00¡¢17:30~21:00 KST","ò¢ôÑ2ûÜàÊß²à÷ó×4ûÜõóÏ¢","",""
"5757","ko","¸¶Æ÷½¡ºÒ°¥ºñ","https://korean.visitseoul.net/restaurants/¸¶Æ÷½¡ºÒ°¥ºñ/KOP005757?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005757","135-816 ¼­¿ï °­³²±¸ ³íÇöµ¿ 62-3 62-6","06048 ¼­¿ï °­³²±¸ µµ»ê´ë·Î 232 (³íÇöµ¿, Ã»ÇĞ¾ÆÆÄÆ®) ¿¡ÀÌµ¿","02-516-1522","","¸ÅÀÏ 11:00 ~ 06:00","7È£¼± ÇĞµ¿ 10¹ø Ãâ±¸ ","","µÅÁö°¥ºñ, ÇÑ¿ìÂ÷µ¹¹ÚÀÌ, ÇÑ¿ì»ıµî½É, ¼Ò¾ç³ä°¥ºñ"
"5083","ja","«İ«ó«Ô«ä«ó Û»ì¿ïÁ","https://japanese.visitseoul.net/restaurants/«İ«ó«Ô«ä«ó£¨Û»ì¿ïÁ£©/JPP005079?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP005079","138-835 «½«¦«ëã¼áæ÷ç?Û»ì¿Ô×205-8 ","05639 «½«¦«ëã¼«½«ó«Ñ(áæ÷ç)?«ä«ó«¸«§«Ç«í71«®«ë1-4 (Û»ì¿Ô×)","+82-2-415-5527","","11:30-22:00 KST","ò¢ù»?(Ø©ô¹Û°Øü)5?àÊ¡¸«Ñ«ó«¤¡¹?4ÛãõóÏ¢","","«Æ«¸«««ë«Ó(Ú«Üõª±ÔÊ«««ë«ÓªÎ?ë¿)"
"3580","zh-TW","åÛåÕ","https://tchinese.visitseoul.net/restaurants/åÛåÕEoyang/TCP003578?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003578","05545 âÏì³÷åÜ¬ã¼áæ÷çÏ¡Û»ì¿Ô× 45","05545 âÏì³ã¼áæ÷çÏ¡êĞÖÉàòÓŞÖØ14 ","+82-2-422-8886","http://www.a-yang.co.kr","øÁìí11:30~15:00/17:30~22:00 KST ñÎØÇ11:30~15:00/17:30~21:30 KST","ò¢ôÑ8ûÜàÊÙÓõ½÷Ïàòó×2ûÜõóÏ¢","","ß²àØíÈíıØı"
"14128","en","Namsan Nunane","https://english.visitseoul.net/restaurants/Namsan-Nunane/ENP014125?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP014125","140-200 Itaewon-dong, Yongsan-gu, Seoul 258-53","140-200 43, Hoenamu-ro 41-gil, Yongsan-gu, Seoul ","+82-2-797-8489","","11 a.m. - 8 p.m.","Line 6 Hangangjin Exit 1  ","","spicy sausage stew"
"4834","en","Itaewon Sutbulgui","https://english.visitseoul.net/restaurants/Itaewon-Sutbulgui-EN/ENP004826?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP004826","140-863 44-50, Itaewon-dong, Yongsan-gu, Seoul ","04390 43, Noksapyeong-daero 32-gil, Yongsan-gu, Seoul ","+82-2-797-7777","","Daily 11:30 - 22:00 KST","Subway Line 6, Noksapyeong Station, Exit 3","",""
"1526","ja","«İ«É«¥«Ê«à«Á«Ö ","https://japanese.visitseoul.net/restaurants/«İ«É«¥«Ê«à«Á«Ö/JPP001505?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP001505","137-861 «½«¦«ëã¼ßúõ®?ßúõ®Ô×1340-5 ","06729 «½«¦«ëã¼«½«Á«ç(ßúõ®)?«Ò«ç«ê«ç«ó«í434 (ßúõ®Ô×)","+82-2-3473-4167","","11:00-21:30 KST","ò¢ù»?3?àÊ¡¸«ä«ó«¸«§¡¹?","",""
"1727","zh-TW","õËÖÕå¬","https://tchinese.visitseoul.net/restaurants/Choedaegamne-TC/TCP001714?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP001714","110-310 âÏì³ã¼ñ¤ÖØÏ¡Î°ı³Ô× 29-3 ","03148 âÏì³ã¼ñ¤ÖØÏ¡ìÒŞÑÔ×8Ê¶12-3 ","+82-507-1401-9355","","11:30~21:00 KST","ò¢ôÑ3ûÜàÊäÌÏĞó×5,6ûÜõóÏ¢","",""
"5296","en","Kkotji","https://english.visitseoul.net/restaurants/Kkotji3/ENP005292?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005292","135-881 160-18, Samseong-dong, Gangnam-gu, Seoul ","06170 610, Bongeunsa-ro, Gangnam-gu, Seoul ","+82-2-561-8788","","11:30-15:00, 17:00-21:30 KST","Subway Line 9, Bongeunsa Station, Exit 5 ","",""
"3993","ja","«·«à«ä«ó","https://japanese.visitseoul.net/restaurants/Simnyagn-JP/JPP003975?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP003975","135-948 «½«¦«ëã¼Ë°Ñõ??ÓÁÔ×2 ","06062 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«È«µ«ó«Ç«í408 (?ÓÁÔ×)","+82-2-545-9211","","17:30-ìÎ4:30","ò¢ù»?7?àÊ¡¸«««ó«Ê«à«°«Á«ç«ó¡¹?4ÛãõóÏ¢","","åÏÍú?ª­"
"4349","zh-TW","úŞÓÛÓïï·Øı","https://tchinese.visitseoul.net/restaurants/Hyundae-Kalguksu-TC/TCP004324?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP004324","100-864 âÏì³ã¼ñéÏ¡÷¼øÁÖØ2Ê¶69-3 ","04526 âÏì³ã¼ñéÏ¡á¦ğóÓŞÖØ76 ","+82-2-752-9504","http://02-752-9504.kti114.net/","ñÎìé~ñÎçé 09:00 ~ 21:00, àøÑ¢×¿ 09:00 ~ 19:00 KST","ò¢ôÑ1ûÜàÊã¼ôæó×7ûÜõóÏ¢","",""
"4459","ko","ÀÜÄ¡Áı","https://korean.visitseoul.net/restaurants/ÀÜÄ¡Áı/KOP004459?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004459","110-300 ¼­¿ï Á¾·Î±¸ °üÈÆµ¿ 56-1 ","03146 ¼­¿ï Á¾·Î±¸ ÀÎ»çµ¿12±æ 12-3 ","02-732-0322","","¸ÅÀÏ 11:00~22:00","3È£¼± ¾È±¹¿ª 6¹ø Ãâ±¸","","ÀÜÄ¡»ó, ¼Ò´ã¹ä»ó, º£ÇÃ»ó"
"15860","ko","ÁÁÀº¼¼»ó¸¸µé±â","https://korean.visitseoul.net/restaurants/ÁÁÀº¼¼»ó¸¸µé±â/KOP015860?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP015860"," ¼­¿ï ¿µµîÆ÷±¸ ¾çÆòµ¿4°¡ 32-4 ","07212 ¼­¿ï ¿µµîÆ÷±¸ ¼±À¯·Î 248-13 (¾çÆòµ¿4°¡) ","070-4412-5700","","17:30 ~ 23:50","2, 9È£¼± ´ç»ê¿ª 12¹ø Ãâ±¸","",""
"5498","ko","Ã»´ã°ñ","https://korean.visitseoul.net/restaurants/Ã»´ã°ñ1/KOP005496?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005496","135-949 ¼­¿ï °­³²±¸ Ã»´ãµ¿ 19-17 19-17","06064 ¼­¿ï °­³²±¸ ¼±¸ª·Î148±æ 48 (Ã»´ãµ¿, ¹ÌÁØºôµù) ","02-543-1252","","10:30 ~ 16:00 / 17:00 ~ 21:50","7È£¼± °­³²±¸Ã»¿ª 4¹ø Ãâ±¸  ","","ÀÏ¹İÇÑ½Ä"
"30068","zh-TW","THE HALAL GUYS Ë°ÑõïÁ","https://tchinese.visitseoul.net/restaurants/THE-HALAL-GUYS-Ë°ÑõïÁ/TCP029990?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP029990"," âÏì³ã¼ßúõ®Ï¡ßúõ®Ô×1309-8 ","06611 âÏì³ã¼ßúõ®Ï¡Ë°ÑõÓŞÖØ69Ê¶8 (ßúõ®Ô×) ","+82-2-595-1800","","11:00 - 22:00 (KST)","ò¢ôÑ9ûÜàÊãæÖåúÖó×6ûÜõóÏ¢ ò¢ôÑãæİÎÓĞ¡¢2ûÜàÊË°Ñõó×10ûÜõóÏ¢","",""
"5422","ko","Á¤½Ä´ç","https://korean.visitseoul.net/restaurants/Á¤½Ä´ç1/KOP005422?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005422","135-954 ¼­¿ï °­³²±¸ Ã»´ãµ¿ 83-24 ","06014 ¼­¿ï °­³²±¸ ¼±¸ª·Î158±æ 11 (Ã»´ãµ¿) ","02-517-4654","http://www.jungsik.kr/","12:00~15:00, 17:30~22:00","3È£¼± ¾Ğ±¸Á¤¿ª 4¹ø Ãâ±¸ ºĞ´ç¼± ¾Ğ±¸Á¤·Îµ¥¿À¿ª 4¹ø Ãâ±¸","","Á¡½ÉÄÚ½º, Àú³áÄÚ½º"
"1731","zh-TW","úÅùÁÔÊÊ«","https://tchinese.visitseoul.net/restaurants/Hyangbokjip-TC/TCP001701?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP001701","  ","07332 âÏì³çµÔôøİÏ¡ÏĞğ·ÑÑë×ÖØ8Ê¶25 ","+82-507-1423-9441","","07:00-16:00, 17:00-22:00 KST","ò¢ôÑ5¡¢9ûÜàÊæ£ëøÓöó×5ûÜõóÏ¢","",""
"6016","ko","¸®ºÏ¼Õ¸¸µÎ","https://korean.visitseoul.net/restaurants/¸®ºÏ¼Õ¸¸µÎ/KOP006014?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006014","100-170 ¼­¿ï Áß±¸ ¹«±³µ¿ 27 27","04520 ¼­¿ï Áß±¸ ¹«±³·Î 17-13 (¹«±³µ¿) ","02-776-7361","","ÆòÀÏ 11:00~21:00, ÁÖ¸» 11:00~20:00","1È£¼± ½ÃÃ»¿ª 4¹ø Ãâ±¸  ","","¸¸µÎ±¹, Á¢½Ã¸¸µÎ, ±èÄ¡¸»ÀÌ¹ä, ±èÄ¡¸»ÀÌ±¹¼ö"
"6015","zh-CN","İÁ?â¢Íï?í­(Ribuksonmandu)","https://chinese.visitseoul.net/restaurants/İÁ?â¢Íï?í­Ribuksonmandu1/CNP006014?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP006014","100-170 âÏ?÷å?ã¼ñé?Ùë?Ô× 27","04520 âÏ?ã¼ñé?Ùë?ÖØ17-13 ","+82-2-776-7350","","øÁìí11:00~21:00, ñ²ØÇ11:00~20:00 KST","1?? ã¼ïÙİ¤ó×4?õóÏ¢  ","","?í­"
"5616","zh-TW","Phoenix(ÜóüÅ)","https://tchinese.visitseoul.net/restaurants/PhoenixÜóüÅ/TCP005615?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP005615","135-840 âÏì³÷åÜ¬ã¼Ë°ÑõÏ¡ÓŞö¹ŞÌÔ× 892","135-840 âÏì³ã¼Ë°ÑõÏ¡ÓìıÙÕµÖØ440 ","+82-2-566-2520","http://www.posco19fl.co.kr/","çíóÉ 11:30~15:00  ?óÉ 17:30~21:30","2ûÜàÊà¾×Õó×1ûÜõóÏ¢","",""
"2432","ja","Grill H","https://japanese.visitseoul.net/restaurants/Grill-H/JPP002430?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP002430","135-517 «½«¦«ëã¼Ë°Ñõ??ÓÁÔ× 92-8","135-517 «½«¦«ëã¼«««ó«Ê«à«°(Ë°Ñõ?)«È«µ«ó«Ç«í439 ","+82-2-3446-5547","http://www.grillH.com","«é«ó«Á  11£º30?15£º00  «Ç«£«Ê?18£º00?22£º00   ñÎØÇ«é«ó«Á   11£º00?14£º30  ñÎØÇ«Ç«£«Ê? 18£º00?21£º30 ","7?àÊ «Á«ç«ó«À«à 8ÛãõóÏ¢ «Ö«ó«À«ó«½«ó(İÎÓĞàÊ) «¢«Ã«¯«¸«ç«ó«í«Ç«ª 4ÛãõóÏ¢  ","ùÛ?åŞ","«¹«Æ?«­¡¢ùÛ?ãÒ«Ğ?«Ù«­«å?"
"11609","zh-TW","çéÎúÚùïÁ","https://tchinese.visitseoul.net/restaurants/Ogubanjeom-TC/TCP011594?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP011594","100-846 âÏì³ã¼ñéÏ¡ëàò¨ÖØ3Ê¶5-9 ","04543 âÏì³ã¼ñéÏ¡â©øöÖØ60  ","+82-2-2267-0516","","øÁìí11:00~15:00¡¢17:00~21:00/ñÎ×¿11:00~20:00 KST","ò¢ôÑ2ûÜàÊëàò¨ÖØ3Ê¶ó×2ûÜõóÏ¢   ","",""
"10611","ko","°¡¹ÌºĞ½Ä","https://korean.visitseoul.net/restaurants/°¡¹ÌºĞ½Ä/KOP010608?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010608","  ","03767 ¼­¿ï ¼­´ë¹®±¸ ÀÌÈ­¿©´ë8±æ 2 ¹«±ÃÈ­»ó°¡¾ÆÆÄÆ® ","02-364-3948","","10:00~20:30","2È£¼± ÀÌ´ë¿ª 3¹ø Ãâ±¸¿¡¼­ 207m  ","","°¡¹Ì¿ìµ¿ 7,500¿ø"
"4222","zh-TW","La Saveur","https://tchinese.visitseoul.net/restaurants/La-Saveur3/TCP004220?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP004220","137-804 âÏì³ã¼ßúõ®Ï¡ÚïøİÔ×90-10 ","06577 âÏì³ã¼ßúõ®Ï¡à¤äóÖØ24 ","+82-507-1331-6713","https://www.instagram.com/lasaveur_seoul/","11:30 ~ 15:00 / 17:30 ~ 22:00 (KST)","ò¢ôÑ7ûÜàÊÍÔáÜ÷éŞÍËÔê¡ó×5ûÜõóÏ¢ ò¢ôÑ9ûÜàÊãæÚïøİó×4ûÜõóÏ¢","ùÛÙş",""
"1103","zh-TW","ëüèÀ","https://tchinese.visitseoul.net/restaurants/Gaemijip-TC/TCP001095?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP001095","135-888 âÏì³ã¼Ë°ÑõÏ¡ãæŞŞÔ×528-4 ","06028 âÏì³ã¼Ë°ÑõÏ¡ääÏÎïÍÖØ110 ","+82-2-541-5955","http://gaemizip.modoo.at/","16:30~24:00 KST","ò¢ôÑ3ûÜàÊãæŞŞó×8ûÜõóÏ¢","",""
"1641","ko","¿À¹Ì°¡(½Å»çÁ¡) ","https://korean.visitseoul.net/restaurants/¿À¹Ì°¡-½Å»çÁ¡/KOP001641?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP001641","135-892 ¼­¿ï °­³²±¸ ½Å»çµ¿ 585-13 ","06032 ¼­¿ï °­³²±¸ ³íÇö·Î 833 (Àç°æºôµù) ","02-543-1145","","¸ÅÀÏ 11:30~15:00, 17:00~21:30","3È£¼± ¾Ğ±¸Á¤¿ª 4¹ø Ãâ±¸ ","","¿À¹Ì°¡ ÇÑÁ¤½Ä, ¿À¹Ì°¡ µ¹¼Ü¹ä"
"1664","zh-CN","Yi Ning","https://chinese.visitseoul.net/restaurants/Yi-Ning-CN/CNP001657?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP001657","135-950  âÏ?Ë°Ñõ??ÓÁÔ×22-12 ","06062 âÏ?ã¼Ë°Ñõ??ß£ÓŞÖØ58Ê¶14 ","+82-2-547-7444","http://www.yining.kr/","ñ²ìé~ñ²×¿ 12:00~15:00, 17:30~22:00 (KST)","7?? Ë°Ñõ??ó×4õóÏ¢","",""
"6026","ja","«»«ê«à","https://japanese.visitseoul.net/restaurants/«»«ê«à/JPP006026?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006026","100-180 «½«¦«ëã¼ñé?ÒşÔ× 140","100-180 «½«¦«ëã¼«Á«å«ó«°(ñé?)«Ê«à«Ç«à«ó«í9«®«ë24 ","+82-2-319-4603","","øÁìí10:00~15:00¡¢17:00~22:00 / ÷Ïèøìí11:00~20:00 KST","2?àÊ «¦«ë«¸«í«¤«Ã«¯ 2ÛãõóÏ¢  ","","?ìıªêĞöª»Î§ "
"4018","en","Hakoya","https://english.visitseoul.net/restaurants/Hakoya-EN/ENP004018?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP004018","135-928 775-2, Yeoksam-dong, Gangnam-gu, Seoul ","06227 16, Nonhyeon-ro 72-gil, Gangnam-gu, Seoul ","+82-2-554-5580","","Daily 11:00 - 22:00 (KST)","Subway Line 2, Yeoksam Station, Exit 1","",""
"7184","ja","«¹«Ó«ó«È«Ã«««ë«Ó","https://japanese.visitseoul.net/restaurants/«¹«Ó«ó«È«Ã«««ë«Ó33/JPP007180?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP007180","120-824 «½«¦«ëã¼à¤ÓŞÚ¦?æÅıûÔ× 81-13","03699  «½«¦«ëã¼«½«Ç«à«ó«°(à¤ÓŞÚ¦?)«è«ó«Ò«í25«®«ë29 ","+82-2-307-9979","","11:30~15:00, 17:00~21:00 KST","2?àÊ «Û«ó«Ç«¤«Ã«¯ 5ÛãõóÏ¢  ","","ùÛïÒãİ"
"11489","zh-CN","ÑõÔ³ãİÓÑ(Namdosikdang)","https://chinese.visitseoul.net/restaurants/Namdo-Sikdang-CN/CNP011450?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP011450","110-130 204-1, âÏ?ã¼?ÖØ???Ô×  ","03156 42, JâÏ?ã¼?ÖØ??ÖØ3Ê¶ ","+82-2-734-0719","","10:00 ~ 14:00 / 16:00 ~ 22:00 (KST)","5?? ÎÃûù?ó×4?õóÏ¢","",""
"31005","ko","µ¨¸®ÀÎµğ¾Æ","https://korean.visitseoul.net/restaurants/µ¨¸®ÀÎµğ¾Æ/KOP031005?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP031005","121-895 ¼­¿ï ¸¶Æ÷±¸ ¼­±³µ¿ 402-6 2Ãş","04048 ¼­¿ï ¸¶Æ÷±¸ µ¶¸··Î9±æ 8 (¼­±³µ¿) 2Ãş","02-2631-2109","http://www.instagram.com/delhi_india_seokyo","¸ÅÀÏ 11:00 ~ 22:30","6È£¼± »ó¼ö¿ª 1¹ø Ãâ±¸ ","",""
"1069","zh-CN","Dublin Terrace","https://chinese.visitseoul.net/restaurants/Dublin-Terrace-CN/CNP001064?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP001064","135-908  ","06130 âÏ?ã¼Ë°Ñõ?Ë°ÑõÓŞÖØ94Ê¶27-15 ","+82-2-555-2553","","15:00~01:00 KST","2?? Ë°Ñõó×11.12?õóÏ¢","","ñĞ?(Pob)"
"5051","en","Inamjang (Samseong-dong Branch)","https://english.visitseoul.net/restaurants/Inamjang-EN/ENP005049?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005049","135-881 165-12, Samseong-dong, Gangnam-gu, Seoul ","06172 21, Bongeunsa-ro 108-gil, Gangnam-gu, Seoul ","+82-2-569-8726","","Weekdays 10:00-22:00 KST Weekends10:00-21:00 KST","* Subway Line 2, Samseong Station, Exit 7 * Subway Line 9, Bongeunsa Station, Exit 5","",""
"5681","ko","¸¶¿À","https://korean.visitseoul.net/restaurants/¸¶¿À/KOP005679?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005679","135-950 ¼­¿ï °­³²±¸ Ã»´ãµ¿ 22-20 22-20","06062 ¼­¿ï °­³²±¸ µµ»ê´ë·Î56±æ 17 (Ã»´ãµ¿) ","02-514-8803","","¸ÅÀÏ 11:30~22:00","7È£¼± °­³²±¸Ã»¿ª 4¹ø Ãâ±¸  ","","ºÏ°æ¿À¸®, ¼Ò°í±â ÈÌ±Å, ÀÚÀå¸é, ¸¶¿À¸é"
"5052","ja","«¤«Ê«à«¸«ã«ó ß²à÷Ô×ïÁ","https://japanese.visitseoul.net/restaurants/«¤«Ê«à«¸«ã«ó-ß²à÷Ô×ïÁ/JPP005049?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP005049","135-881 «½«¦«ëã¼Ë°Ñõ?ß²à÷Ô×165-12 ","06172 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«İ«ó«¦«ó«µ«í108«®«ë21 (ß²à÷Ô×)","+82-2-569-8726","","øÁìí10:00~22:00¡¢ñÎØÇ10:00~21:00 KST","ò¢ù»?2?àÊ¡¸«µ«à«½«ó¡¹?7ÛãõóÏ¢    ò¢ù»?9?àÊ¡¸«İ«ó«¦«ó«µ¡¹?5ÛãõóÏ¢Óù?7İÂ","","«½«ë«í«ó«¿«ó(éÚÍéë¿ªÎí´?ªß«¹?«×)"
"6139","zh-CN","Ú·???","https://chinese.visitseoul.net/restaurants/Micah-Halmae-CN/CNP006101?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP006101","08753 âÏ?ã¼Î®ä¿?ãæÔ× 1428-21 ","08753 âÏ?ã¼Î®ä¿?ãæ×ùÖØ374 ","+82-2-888-6940","https://migahalmejib.modoo.at/","øÁìí11:30~15:00¡¢16:30~22:00/ñ²ØÇ11:30~22:00 KST","2??ãæ×ùó×7?õóÏ¢","","?éÚ×ìô± ?éÚÛÉÍé ?Ú«ÛÉÍé"
"2568","zh-CN","?ÓÑ","https://chinese.visitseoul.net/restaurants/?ÓÑ/CNP002567?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP002567","  628-20","06026 âÏ?ã¼Ë°Ñõ?åéñ¶ÖØ153Ê¶7 ","+82-507-1443-2526","","11:30 ~ 15:00 / 17:30 ~ 21:30 (KST)","3??ää?ïÍó×3?õóÏ¢","","?ïÒãİ"
"10723","ko","Ä«Æä¸ğ³×","https://korean.visitseoul.net/restaurants/Ä«Æä¸ğ³×/KOP010722?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010722","  ","03004 ¼­¿ï½Ã Á¾·Î±¸ ÀÚÇÏ¹®·Î 33-5 ","02-395-6030","","AM 10:00 ~ PM 10:00 ","3È£¼± °æº¹±Ã¿ª2¹øÃâ±¸ µµº¸·Î 5ºĞ","",""
"10731","en","Namaste","https://english.visitseoul.net/restaurants/Namaste1/ENP010728?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP010728","110-550 316-2, Sungin-dong, Jongno-gu, Seoul ","03114 18, Jibong-ro, Jongno-gu, Seoul ","+82-2-2232-2286","http://www.namasterestaurant.co.kr/main.htm","Daily 11:00 - 23:00 (KST)","Subway Line 1, Dongmyo Station, Exit 5 ","",""
"10755","zh-CN","The Restaurant","https://chinese.visitseoul.net/restaurants/The-Restaurant3/CNP010754?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP010754","110-200 âÏ?÷å?ã¼?ÖØ?á¹Ì«Ô× 59-1","03053 âÏ?ã¼?ÖØ?ß²?ÖØ54 ","+82-2-735-8441","http://therestaurant.co.kr/","12:00~15:00/18:00~22:00 (KST)","3?? äÌ?ó×1,2?õóÏ¢  ","","Ûö?Öù×â"
